2.41 ,22.34
2.40 ,22.33
2.28 ,22.29
2.15 ,22.24
2.02 ,22.20
1.89 ,22.15
1.76 ,22.11
1.64 ,22.06
1.51 ,22.02
1.38 ,22.01
1.26 ,22.02
1.16 ,22.01
1.05 ,21.99
0.95 ,21.96
0.84 ,21.95
0.74 ,21.93
0.64 ,21.91
0.54 ,21.91
0.44 ,21.91
0.35 ,21.92
0.13 ,21.92
-0.02 ,21.90
-0.18 ,21.87
-0.35 ,21.86
-0.50 ,21.84
-0.66 ,21.84
-0.82 ,21.83
-1.06 ,21.80
-1.36 ,21.76
-1.66 ,21.72
-1.96 ,21.70
-2.26 ,21.66
-2.55 ,21.64
-2.84 ,21.61
-3.14 ,21.58
-3.28 ,21.56
-3.57 ,21.53
-3.86 ,21.50
-4.15 ,21.47
-4.44 ,21.44
-4.73 ,21.41
-5.01 ,21.37
-5.30 ,21.34
-5.58 ,21.31
-5.87 ,21.28
-6.15 ,21.25
-6.43 ,21.22
-6.71 ,21.19
-6.99 ,21.16
-7.27 ,21.13
-7.55 ,21.09
-7.82 ,21.05
-8.08 ,20.98
-8.35 ,20.94
-8.61 ,20.89
-8.85 ,20.80
-9.09 ,20.71
-9.34 ,20.66
-9.59 ,20.60
-9.950 ,20.48
-10.18 ,20.41
-10.41 ,20.34
-10.65 ,20.28
-10.88 ,20.22
-11.12 ,20.16
-11.35 ,20.09
-11.58 ,20.03
-11.81 ,19.97
-12.04 ,19.90
-12.26 ,19.82
-12.48 ,19.75
-12.81 ,19.65
-13.03 ,19.59
-13.25 ,19.52
-13.45 ,19.46
-13.47 ,19.46
-13.47 ,19.46
-13.47 ,19.46
-13.47 ,19.46
-13.47 ,19.46
-13.47 ,19.46
-13.47 ,19.46
